,Item,Price,url
351,Men's Elegant Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
352,Men's Elegant Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
353,Men's Comfy Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
354,Men's Comfy Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
355,Casual Shoes For Men,"Rs.5,999.00",https://www.servis.pk/collections/men
356,Casual Shoes For Men,"Rs.5,999.00",https://www.servis.pk/collections/men
357,Men's everyday Casual Shoes,"Rs.4,999.00",https://www.servis.pk/collections/men
358,Men's Everyday Moccs,"Rs.3,999.00",https://www.servis.pk/collections/men
359,Buckled Slip-on for Men,"Rs.3,999.00",https://www.servis.pk/collections/men
360,Buckled Slip-on for Men,"Rs.3,999.00",https://www.servis.pk/collections/men
361,Men's Basic Slip-on,"Rs.7,999.00",https://www.servis.pk/collections/men
362,Men's Basic Slip-on,"Rs.7,999.00",https://www.servis.pk/collections/men
363,Men's Leather Dress Slip-on,"Rs.7,999.00",https://www.servis.pk/collections/men
364,Elegant Slip-on for Men,"Rs.6,999.00",https://www.servis.pk/collections/men
365,Elegant Slip-on for Men,"Rs.6,999.00",https://www.servis.pk/collections/men
366,Elegant Slip-on for Men,"Rs.6,999.00",https://www.servis.pk/collections/men
367,Elegant Slip-on for Men,"Rs.6,999.00",https://www.servis.pk/collections/men
368,Casual Shoes For Men,"Rs.6,999.00",https://www.servis.pk/collections/men
369,Casual Shoes For Men,"Rs.6,999.00",https://www.servis.pk/collections/men
370,Everyday Men's Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
371,M-SR-0500011-Slides,"Rs.1,999.00",https://www.servis.pk/collections/men
372,M-SR-0500011-Slides,"Rs.1,999.00",https://www.servis.pk/collections/men
373,M-AC-0500013-Slides,"Rs.1,799.00",https://www.servis.pk/collections/men
374,M-AC-0500013-Slides,"Rs.1,799.00",https://www.servis.pk/collections/men
375,Everyday Men's Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
376,Men's Everyday Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
377,Men's Everyday Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
378,M-SR-0400064-Sandal,"Rs.2,299.00",https://www.servis.pk/collections/men
379,M-SR-0400062-Sandal,"Rs.2,499.00",https://www.servis.pk/collections/men
380,M-SR-0400050-Sandal,"Rs.1,699.00",https://www.servis.pk/collections/men
381,Men's Relaxed Fit Chappal,"Rs.2,699.00",https://www.servis.pk/collections/men
382,M-SR-0300098-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
383,M-SR-0300093-Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
384,M-SR-0300081-Chappal,"Rs.2,299.00",https://www.servis.pk/collections/men
385,M-SR-0300070-Chappal,"Rs.2,299.00",https://www.servis.pk/collections/men
386,M-SR-0300066-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
387,M-SR-0300066-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
388,M-MV-0200514-Formal Shoes,"Rs.3,999.00",https://www.servis.pk/collections/men
389,M-AC-0500014-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
390,M-LF-0400210-Sandal,"Rs.2,799.00",https://www.servis.pk/collections/men
391,Men's Strappy Sandals,"Rs.2,999.00",https://www.servis.pk/collections/men
392,Men's Strappy Sandals,"Rs.2,999.00",https://www.servis.pk/collections/men
393,M-SR-0400050-Sandal,"Rs.1,699.00",https://www.servis.pk/collections/men
394,Men's Casual Soft Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
395,Men's Relaxed Fit Chappal,"Rs.2,699.00",https://www.servis.pk/collections/men
396,M-SR-0300111-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
397,M-SR-0300093-Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
398,M-SR-0300067-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
399,M-SR-0300067-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
400,M-SR-0300065-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
401,M-SR-0300063-Chappal,"Rs.3,699.00",https://www.servis.pk/collections/men
402,M-MV-0200522-Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
403,M-MV-0200522-Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
404,M-MV-0200521-Moccs,"Rs.4,499.00",https://www.servis.pk/collections/men
405,M-MV-0200515-Formal Shoes,"Rs.3,999.00",https://www.servis.pk/collections/men
406,M-MV-0200515-Formal Shoes,"Rs.3,999.00",https://www.servis.pk/collections/men
407,M-MV-0200514-Formal Shoes,"Rs.3,999.00",https://www.servis.pk/collections/men
408,M-LF-0400231-Sandal,"Rs.5,499.00",https://www.servis.pk/collections/men
409,M-LF-0400230-Sandal,"Rs.5,499.00",https://www.servis.pk/collections/men
410,M-LF-0400229-Sandal,"Rs.3,499.00",https://www.servis.pk/collections/men
411,M-LF-0400226-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
412,M-LF-0400225-Peshawari Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
413,M-LF-0400221-Peshawari Chappal,"Rs.5,499.00",https://www.servis.pk/collections/men
414,M-CH-0400002-Sandal,"Rs.3,999.00",https://www.servis.pk/collections/men
415,M-CH-0400001-Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
416,M-CH-0400001-Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
417,M-CH-0300001-Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
418,M-AC-0500014-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
419,M-AC-0500014-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
420,M-AC-0500009-Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
421,M-AC-0500009-Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
422,M-AC-0300004-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
423,M-SR-0400040-Formal Sandal,"Rs.4,199.00",https://www.servis.pk/collections/men
424,Men's Casual Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
425,Men's Casual Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
426,M-SR-0300089-Casual Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
427,M-SR-0300064-Formal Chappal,"Rs.3,699.00",https://www.servis.pk/collections/men
428,M-DC-0200025-Moccs,"Rs.3,999.00",https://www.servis.pk/collections/men
429,M-SR-0500010-Chappal,Rs.799.00,https://www.servis.pk/collections/men
430,M-SR-0400074-Sandal,"Rs.2,299.00",https://www.servis.pk/collections/men
431,M-SR-0400052-Sandal,"Rs.1,799.00",https://www.servis.pk/collections/men
432,M-SR-0400045-Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
433,M-SR-0300110-Chappal,"Rs.3,699.00",https://www.servis.pk/collections/men
434,M-SR-0300109-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
435,M-SR-0300105-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
436,M-SR-0300102-Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
437,M-SR-0300105-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
438,M-SR-0300097-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
439,M-SR-0300101-Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
440,M-SR-0300085-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
441,M-SR-0300086-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
442,M-SR-0300084-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
443,M-SR-0300068-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
444,M-SR-0300064-Chappal,"Rs.3,699.00",https://www.servis.pk/collections/men
445,M-SR-0300063-Chappal,"Rs.3,699.00",https://www.servis.pk/collections/men
446,M-LF-0400229-Sandal,"Rs.3,499.00",https://www.servis.pk/collections/men
447,M-LF-0400224-Sandal,"Rs.3,999.00",https://www.servis.pk/collections/men
448,M-LF-0300200-Chappal,"Rs.2,799.00",https://www.servis.pk/collections/men
449,M-LF-0300200-Chappal,"Rs.2,799.00",https://www.servis.pk/collections/men
450,M-LF-0300199-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
451,M-AC-0500007-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
452,M-AC-0500006-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
453,M-AC-0500005-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
454,M-SR-0400075-Sandal,"Rs.2,199.00",https://www.servis.pk/collections/men
455,M-SR-0400073-Sandal,"Rs.2,699.00",https://www.servis.pk/collections/men
456,M-SR-0400073-Sandal,"Rs.2,699.00",https://www.servis.pk/collections/men
457,M-SR-0400071-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
458,M-SR-0400071-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
459,M-SR-0400066-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
460,M-SR-0400066-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
461,M-SR-0400062-Sandal,"Rs.2,499.00",https://www.servis.pk/collections/men
462,M-SR-0400061-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
463,M-SR-0400048-Sandal,"Rs.1,499.00",https://www.servis.pk/collections/men
464,M-SR-0400047-Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
465,M-SR-0400046-Sandal,"Rs.1,799.00",https://www.servis.pk/collections/men
466,Men's Peshawari Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
467,M-SR-0400044-Sandal,"Rs.2,499.00",https://www.servis.pk/collections/men
468,M-SR-0400044-Sandal,"Rs.2,499.00",https://www.servis.pk/collections/men
469,M-SR-0300107-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
470,M-SR-0300107-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
471,M-SR-0300106-Chappal,"Rs.1,299.00",https://www.servis.pk/collections/men
472,M-SR-0300106-Chappal,"Rs.1,299.00",https://www.servis.pk/collections/men
473,M-SR-0300102-Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
474,M-SR-0300100-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
475,M-SR-0300100-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
476,M-SR-0300099-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
477,M-SR-0300099-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
478,M-SR-0300098-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
479,M-SR-0300097-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
480,M-SR-0300092-Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
481,M-SR-0300092-Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
482,M-SR-0300089-Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
483,M-SR-0300088-Chappal,"Rs.2,799.00",https://www.servis.pk/collections/men
484,M-SR-0300088-Chappal,"Rs.2,799.00",https://www.servis.pk/collections/men
485,M-SR-0300086-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
486,M-SR-0300085-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
487,M-SR-0300084-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
488,M-SR-0300081-Chappal,"Rs.2,299.00",https://www.servis.pk/collections/men
489,M-SR-0300075-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
490,M-SR-0300075-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
491,M-SR-0300072-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
492,M-SR-0300072-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
493,M-SR-0300070-Chappal,"Rs.2,299.00",https://www.servis.pk/collections/men
494,M-SR-0300069-Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
495,M-SR-0300069-Chappal,"Rs.1,599.00",https://www.servis.pk/collections/men
496,M-SR-0300068-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
497,M-SR-0300065-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
498,M-LF-0400233-Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
499,M-LF-0400233-Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
500,M-LF-0400228-Sandal,"Rs.5,499.00",https://www.servis.pk/collections/men
501,M-LF-0400228-Sandal,"Rs.5,499.00",https://www.servis.pk/collections/men
502,M-LF-0400225-Peshawari Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
503,M-LF-0300201-Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
504,M-LF-0300201-Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
505,M-LF-0300199-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
506,M-LF-0300198-Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
507,M-LF-0300198-Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
508,M-LF-0300194-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
509,M-AC-0500012-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
510,M-AC-0500012-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
511,M-AC-0500011-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
512,M-AC-0500011-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
513,M-AC-0500010-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
514,M-AC-0500010-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
515,M-SR-0500008-Chappal,Rs.999.00,https://www.servis.pk/collections/men
516,M-SR-0500007-Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
517,M-SR-0500004-Chappal,Rs.699.00,https://www.servis.pk/collections/men
518,M-SR-0500004-Chappal,Rs.699.00,https://www.servis.pk/collections/men
519,M-SR-0400068-Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
520,M-SR-0400068-Casual Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
521,M-SR-0400067-Sandal,"Rs.3,499.00",https://www.servis.pk/collections/men
522,M-SR-0400067-Sandal,"Rs.3,499.00",https://www.servis.pk/collections/men
523,M-SR-0400059-Sandal,"Rs.2,199.00",https://www.servis.pk/collections/men
524,M-SR-0400059-Sandal,"Rs.2,199.00",https://www.servis.pk/collections/men
525,M-SR-0400054-Sandal,"Rs.1,699.00",https://www.servis.pk/collections/men
526,M-SR-0400054-Sandal,"Rs.1,699.00",https://www.servis.pk/collections/men
527,M-SR-0300109-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
528,M-SR-0300108-Casual Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
529,M-SR-0300108-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
530,M-SR-0300079-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
531,M-SR-0300079-Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
532,M-SR-0300077-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
533,M-SR-0300077-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
534,M-LF-0400224-Peshawari Chappal,"Rs.3,999.00",https://www.servis.pk/collections/men
535,M-LF-0400223-Peshawari Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
536,M-LF-0400223-Peshawari Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
537,M-CH-0400002-Sandal,"Rs.3,999.00",https://www.servis.pk/collections/men
538,M-CH-0300001-Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
539,M-AC-0500007-Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
540,M-AC-0500006-Slippers,"Rs.1,799.00",https://www.servis.pk/collections/men
541,M-AC-0500005-Slippers,"Rs.1,799.00",https://www.servis.pk/collections/men
542,M-AC-0300004-Casual Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
543,M-AC-0300003-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
544,M-AC-0300003-Chappal,"Rs.3,199.00",https://www.servis.pk/collections/men
545,M-DC-4100-Men Leather Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
546,M-DC-0200037-Formal Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
547,M-DC-0250001-Rugged Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
548,M-DC-0200037-Formal Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
549,M-DC-0200036-Formal Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
550,M-DC-0250003-Rugged Shoes,"Rs.6,999.00",https://www.servis.pk/collections/men
551,M-DC-0250003-Rugged Shoes,"Rs.6,999.00",https://www.servis.pk/collections/men
552,M-DC-0200038-Formal Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
553,M-DC-0200038-Formal Shoes,"Rs.6,499.00",https://www.servis.pk/collections/men
554,Men's Classic Sneakers,"Rs.4,199.00",https://www.servis.pk/collections/men
555,Men's Sporty Sneakers,"Rs.5,499.00",https://www.servis.pk/collections/men
556,M-MV-0200504-Boots,"Rs.3,699.00",https://www.servis.pk/collections/men
557,M-SR-0350026-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
558,M-SR-0300053-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
559,M-SR-0300002-Casual Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
560,M-LF-0400218-Formal Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
561,M-LF-0400215-Peshawari Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
562,M-LF-0400216-Peshawari Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
563,M-LF-0400199-Peshawari Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
564,M-KL-0450100-Casual Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
565,M-KL-0300168-Casual Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
566,M-SR-0500005- Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
567,M-SR-0500005- Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
568,M-SR-0500005- Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
569,M-SR-0500003- Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
570,M-SR-0500003- Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
571,M-MV-0200510-Moccs,"Rs.3,499.00",https://www.servis.pk/collections/men
572,M-MV-0200510-Moccs,"Rs.3,499.00",https://www.servis.pk/collections/men
573,M-MV-0200494-Moccs,"Rs.2,499.00",https://www.servis.pk/collections/men
574,M-LF-0300193- Formal Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
575,M-LF-0300193- Formal Chappal,"Rs.3,499.00",https://www.servis.pk/collections/men
576,M-KL-0350145- Casual Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
577,M-KL-0350145- Casual Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
578,M-KL-0350144- Casual Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
579,M-LF-0400220- Casual Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
580,M-LF-0400220- Casual Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
581,M-SR-0300042-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
582,M-SR-0300060- Casual Chappal,"Rs.1,299.00",https://www.servis.pk/collections/men
583,M-SR-0300060- Casual Chappal,"Rs.1,299.00",https://www.servis.pk/collections/men
584,M-SR-0400018-Formal Sandal,"Rs.1,799.00",https://www.servis.pk/collections/men
585,M-SR-0400018-Formal Sandal,"Rs.1,799.00",https://www.servis.pk/collections/men
586,M-SR-0300027-Casual Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
587,M-SR-0300027-Casual Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
588,M-SR-0300025-Casual Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
589,M-SR-0300025-Casual Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
590,M-KL-0550032-Chappal,Rs.699.00,https://www.servis.pk/collections/men
591,M-KL-0550032-Chappal,Rs.699.00,https://www.servis.pk/collections/men
592,M-AC-0500004-Chappal,"Rs.2,499.00",https://www.servis.pk/collections/men
593,M-AC-0500004-Chappal,"Rs.2,499.00",https://www.servis.pk/collections/men
594,M-AC-0500003-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
595,M-AC-0500003-Chappal,"Rs.2,199.00",https://www.servis.pk/collections/men
596,M-SR-0300006-Formal Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
597,M-SR-0350012-Casual Chappal,"Rs.1,199.00",https://www.servis.pk/collections/men
598,M-SR-0350012- Casual Chappal,"Rs.1,199.00",https://www.servis.pk/collections/men
599,M-SR-0350006-Casual Shoes,"Rs.1,299.00",https://www.servis.pk/collections/men
600,M-SR-0350006-Casual Chappal,"Rs.1,299.00",https://www.servis.pk/collections/men
601,M-LF-0400213-Formal Sandal,"Rs.5,499.00",https://www.servis.pk/collections/men
602,M-LF-0400213-Formal Sandal,"Rs.5,499.00",https://www.servis.pk/collections/men
603,M-SR-0300015-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
604,M-SR-0300015-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
605,M-SR-0300016-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
606,M-SR-0300016-Formal Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
607,M-LF-0300184-Casual Chappal,"Rs.4,999.00",https://www.servis.pk/collections/men
608,M-SR-0400022-Peshawri Sandal,"Rs.2,299.00",https://www.servis.pk/collections/men
609,M-SR-0400022-Peshawri Sandal,"Rs.2,299.00",https://www.servis.pk/collections/men
610,M-SR-0400021-Peshawri Sandal,"Rs.2,299.00",https://www.servis.pk/collections/men
611,M-SR-0400021-Peshawri Sandal,"Rs.2,299.00",https://www.servis.pk/collections/men
612,M-LF-0400216-Peshawri Sandal,"Rs.4,999.00",https://www.servis.pk/collections/men
613,M-LF-0400215-Peshawri Sandal,"Rs.4,999.00",https://www.servis.pk/collections/men
614,M-SR-0400027-Men Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
615,M-SR-0400027-Men Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
616,M-SR-0400017-Men Sandal,"Rs.1,599.00",https://www.servis.pk/collections/men
617,M-SR-0400017-Men Sandal,"Rs.1,599.00",https://www.servis.pk/collections/men
618,M-SR-0400012-Men Sandal,"Rs.2,499.00",https://www.servis.pk/collections/men
619,M-SR-0400012-Men Sandal,"Rs.2,499.00",https://www.servis.pk/collections/men
620,M-AC-0400003-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
621,M-AC-0400003-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
622,M-AC-0400002-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
623,M-AC-0400002-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
624,M-AC-0400001-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
625,M-AC-0400001-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
626,M-AC-0400001-Men Sandal,"Rs.3,699.00",https://www.servis.pk/collections/men
627,M-SR-0400023-Men Sandal,"Rs.1,799.00",https://www.servis.pk/collections/men
628,M-SR-0400023-Men Sandal,"Rs.1,799.00",https://www.servis.pk/collections/men
629,M-SR-0300054-Men Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
630,M-SR-0300054-Men Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
631,M-SR-0300053-Men Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
632,M-SR-0300047-Men Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
633,M-SR-0300047-Men Chappal,"Rs.1,799.00",https://www.servis.pk/collections/men
634,M-SR-0300044-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
635,M-SR-0300044-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
636,M-SR-0300043-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
637,M-SR-0300043-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
638,M-SR-0300040-Men Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
639,M-SR-0300040-Men Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
640,M-SR-0300035-Men Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
641,M-SR-0300035-Men Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
642,M-SR-0300034-Men Chappal,"Rs.1,399.00",https://www.servis.pk/collections/men
643,M-SR-0300031-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
644,M-SR-0300031-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
645,M-SR-0300030-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
646,M-SR-0300030-Men Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
647,M-SR-0300028-Men Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
648,M-SR-0300028-Men Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
649,M-SR-0300024-Men Chappal,"Rs.3,299.00",https://www.servis.pk/collections/men
650,M-SR-0300024-Men Chappal,"Rs.3,299.00",https://www.servis.pk/collections/men
651,M-LF-0400218-Men Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
652,M-SR-0550003,Rs.699.00,https://www.servis.pk/collections/men
653,M-LF-0400204- Leather Peshawari,"Rs.4,999.00",https://www.servis.pk/collections/men
654,M-LF-0400204- Leather Peshawari,"Rs.4,999.00",https://www.servis.pk/collections/men
655,M-KL-0550028,Rs.699.00,https://www.servis.pk/collections/men
656,M-KL-0550028,Rs.699.00,https://www.servis.pk/collections/men
657,M-SR-0450015-Men Ccomfortable Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
658,M-SR-0450015-Men Ccomfortable Sandal,"Rs.3,199.00",https://www.servis.pk/collections/men
659,M-SR-0450003-Peshawari Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
660,M-SR-0450003-Peshawari Sandal,"Rs.1,999.00",https://www.servis.pk/collections/men
661,M-SR-0450002-Men Sandal,"Rs.2,199.00",https://www.servis.pk/collections/men
662,M-SR-0450002-Men Sandal,"Rs.2,199.00",https://www.servis.pk/collections/men
663,M-SR-0400002-Peshawari Sandal,"Rs.2,699.00",https://www.servis.pk/collections/men
664,M-SR-0400002-Peshawari Sandal,"Rs.2,699.00",https://www.servis.pk/collections/men
665,M-SR-0350026-Men comfortable Chappal,"Rs.2,999.00",https://www.servis.pk/collections/men
666,M-SR-0350022-Men Comfortable Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
667,M-SR-0350022-Men Comfortable Chappal,"Rs.1,999.00",https://www.servis.pk/collections/men
668,M-SR-0350010-Men Trendy Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
669,M-SR-0350010-Men Trendy Chappal,"Rs.1,499.00",https://www.servis.pk/collections/men
670,M-SR-0350007-Men Trendy Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
671,M-SR-0350007-Men Trendy Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
672,M-SR-0350003-Men Trendy Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
673,M-SR-0350003-Men Trendy Chappal,"Rs.1,899.00",https://www.servis.pk/collections/men
674,M-SR-0300002-Men Trendy Chappals,"Rs.1,499.00",https://www.servis.pk/collections/men
675,M-LF-0400202- Leather Peshawari,"Rs.3,199.00",https://www.servis.pk/collections/men
